factor,ret_1,ret_3,ret_5,ret_10,ret_20,ret_60,ret_120,volatility_5,volatility_10,volatility_20,volatility_60,amplitude_5,amplitude_10,amplitude_20,volume_mean_5,volume_mean_20,volume_mean_60,amount_mean_5,amount_mean_20,amount_mean_60,turnover_mean_5,turnover_mean_20,turnover_mean_60,corr_ret_volume_10,corr_ret_volume_20,corr_close_volume_20,corr_ret_amount_20,volume_chg_5_20,amount_chg_5_20,turnover_chg_5_20,close_to_high_20,close_to_low_20,close_position_20,close_position_60,ret_20_div_vol_20,ret_60_div_vol_60
ret_1,1.0,0.5162985613937324,0.39672838178997366,0.2762210014761667,0.1847794854954752,0.11538034339598513,0.09374044564914653,-0.0011320128325199852,-0.02168434594094628,-0.035814923723047065,-0.046805714000184524,-0.023445944136210206,-0.03429394206149736,-0.03541421320476219,0.023408955181486026,0.012898537305938615,0.014003144945809698,-0.01672817156454188,-0.03072622437423381,-0.033620780948018555,-0.038303818824683526,-0.047548902440487845,-0.0492005109537001,0.12297454737926071,0.06474659259924306,0.048138117021046964,0.06380951845628402,0.046337922977897496,0.0529205135791693,0.045957059064165806,0.3157697174299329,0.28127872961021716,0.3356505852261908,0.20274092944018318,0.184152115477089,0.11572962348817309
ret_3,0.5162985613937324,1.0,0.7329519037660466,0.502271019666624,0.33683671449840585,0.18712909850709744,0.1473501732790629,0.06379616993231259,0.00858871389942481,-0.023573902378231964,-0.04865779396642554,0.000632508990634397,-0.02934843691899318,-0.03608457456261385,0.05775497745046497,0.024234079049706533,0.019940849328346544,0.01888421460014087,-0.029169373727238226,-0.03876821210921776,-0.01839475753535635,-0.051341691229358694,-0.0572896856780256,0.27903023519920933,0.1638839898593199,0.12165218134961246,0.15985437951765252,0.15265341396769902,0.17797343324519801,0.15185462224688834,0.48502143931140673,0.45597898427659933,0.5370969688602473,0.3364758591671707,0.3327873407002236,0.18975819602502333
ret_5,0.39672838178997366,0.7329519037660466,1.0,0.662387637730503,0.4442004083139633,0.2371701202345053,0.18442535998902637,0.11267713834474552,0.03740584210415124,-0.010966071439602546,-0.04564520609747335,0.03585463755715287,-0.02034403664823178,-0.03304288234716209,0.08739121417969739,0.031622158234908944,0.021318511451615133,0.05777496788021542,-0.023906403772133714,-0.041475659409090725,0.0031929156641855513,-0.05122328076580083,-0.06153216160559895,0.38280631312073216,0.23095692583903368,0.1699329078468681,0.22413638653466003,0.2528199335561311,0.3036027442106225,0.25163890952822193,0.5678810713883876,0.5490956015976237,0.6447001524538564,0.4207149501354246,0.43518603850430754,0.241164128192136
ret_10,0.2762210014761667,0.502271019666624,0.662387637730503,1.0,0.6600578338672082,0.33646315294136,0.25902240196607224,0.09956476064854217,0.10169404717682706,0.02013591670575689,-0.040519935379408366,0.07071532609583202,0.020087836026461924,-0.022975192990000812,0.1212006687625203,0.059880118699648294,0.03285031510479966,0.09822662790315165,-0.0029915407067625187,-0.04418510865817145,0.015758437774982138,-0.04243127106283094,-0.06555549964221948,0.6041910145266249,0.35913565614746573,0.24478058420093154,0.34784403152110827,0.2869319145712699,0.38568603531790996,0.28551564218594133,0.6590286928949945,0.6687351423383195,0.779190136460897,0.5603584177140498,0.6356190088375119,0.34023393902434784
ret_20,0.1847794854954752,0.33683671449840585,0.4442004083139633,0.6600578338672082,1.0,0.4902246549160136,0.37081664597984454,0.10487022914150719,0.11010668643590023,0.08315250174853517,-0.03636258077244077,0.0973680423086891,0.06406975778209084,0.0035414366760011867,0.14807269773115717,0.11267451004862021,0.052995417248356554,0.1236670447045333,0.051591289429703806,-0.04411637881541265,0.014468109069911595,-0.0211365143672665,-0.07312607403496325,0.39776356352722003,0.5630835466664328,0.3038689880035342,0.5502980133248565,0.1740638338999143,0.2784441611980623,0.17394869196930426,0.6226098060311165,0.6769794500445957,0.7735047444637687,0.7162619255624948,0.9447101895053479,0.4903864864605546
ret_60,0.11538034339598513,0.18712909850709744,0.2371701202345053,0.33646315294136,0.4902246549160136,1.0,0.6603978557430065,0.07920209018447276,0.08709419288104332,0.0887381263619449,0.04969850050191334,0.08711185516776228,0.06837936505055996,0.0470881705281309,0.17525376093480352,0.17260679559126058,0.142657163514423,0.1268161488205959,0.11019426269646354,0.03263238014329196,-0.038982704301569575,-0.044735914897900374,-0.06872444900449816,0.11937272270421216,0.16689521324529086,0.1981358467741954,0.16104545279727647,0.020429835670761867,0.07524680149388792,0.021086412271290246,0.2678571292105193,0.3432711797673253,0.36827738676629473,0.7495773495530672,0.47461815941203944,0.9595077210737926
ret_120,0.09374044564914653,0.1473501732790629,0.18442535998902637,0.25902240196607224,0.37081664597984454,0.6603978557430065,1.0,0.06391386922841213,0.06450544218391002,0.06262156813632432,0.036562373669705765,0.057248991801709365,0.039026257781473526,0.016983859430223885,0.23664525978064993,0.2354665206656542,0.22054069911222804,0.14995242054682606,0.13415671974986865,0.08541577464279014,-0.08063935033465851,-0.08867621002444963,-0.10781221395313975,0.03579947356585885,0.029917079767863137,0.09080154759335228,0.026752479960082204,0.02591004651261829,0.0670980226286351,0.027003588351105567,0.21592266637913277,0.25185907822581666,0.2821874734378749,0.517700145546242,0.37134810492696146,0.655374047618422
volatility_5,-0.0011320128325199852,0.06379616993231259,0.11267713834474552,0.09956476064854217,0.10487022914150719,0.07920209018447276,0.06391386922841213,1.0,0.8065630403220387,0.7087266368845777,0.6259815824195857,0.7447502256654622,0.6484553404441495,0.585705913719694,0.05133057123883678,-0.017700977483391833,-0.053433426415046024,0.43942082741901756,0.3621221181838318,0.3211735149324708,0.5200230569445067,0.445226774587874,0.4079667014512562,0.11688541016833931,0.11431230766640539,0.0541992939950335,0.11667129579259357,0.32902475614233945,0.32409463118908266,0.3275429968122406,-0.24058365986270924,0.41584832086580525,0.11780588557625386,0.11734019007728162,0.1265138761528749,0.10209066175023607
volatility_10,-0.02168434594094628,0.00858871389942481,0.03740584210415124,0.10169404717682706,0.11010668643590023,0.08709419288104332,0.06450544218391002,0.8065630403220387,1.0,0.8687529344355835,0.7570660551798356,0.7682683377779268,0.8012689265778056,0.7141023342827538,0.027070265674985963,-0.014712440854101165,-0.06228153219987777,0.4736689353473921,0.43308552893410834,0.3784745656295825,0.5807198311006011,0.5416386235745576,0.4920508390167865,0.13876701003702072,0.13572107070691017,0.06483870733495371,0.13778239716592902,0.18338759186819648,0.1849294323260604,0.18211264577873423,-0.3283973449534347,0.4718601301497804,0.0997308784936948,0.11721292537435546,0.13365393813918178,0.11292316118510547
volatility_20,-0.035814923723047065,-0.023573902378231964,-0.010966071439602546,0.02013591670575689,0.08315250174853517,0.0887381263619449,0.06262156813632432,0.7087266368845777,0.8687529344355835,1.0,0.8629765260723082,0.7453390544441794,0.7873085922635629,0.8192332422762724,-0.00043639294804389704,-0.003137488923654064,-0.061157148372624016,0.48043234517851974,0.4936061206938435,0.42611703833196163,0.6080809212084116,0.6197007218597202,0.5586205723533587,0.07214356975519165,0.1297704306477014,0.0691840846327931,0.13264090565893574,-0.00904967614888723,-0.007983465273015218,-0.010299006497050444,-0.43324278784340475,0.4731675039535581,0.04112026708841724,0.09526241138667885,0.10773861116474767,0.11511437850490551
volatility_60,-0.046805714000184524,-0.04865779396642554,-0.04564520609747335,-0.040519935379408366,-0.03636258077244077,0.04969850050191334,0.036562373669705765,0.6259815824195857,0.7570660551798356,0.8629765260723082,1.0,0.6906495824543163,0.7213559365652963,0.7571585178654212,-0.05024922807568404,-0.04471961352270784,-0.0470941311746656,0.4560246106680171,0.4834167386967797,0.4980103344969215,0.6181203607923293,0.6411694464618731,0.6511559923795376,0.04378668710702829,0.05936365717543303,0.05717620306071375,0.06340613044802619,-0.04553599716236822,-0.053359798010655726,-0.046787192590259555,-0.4614158341864286,0.36470729568397386,-0.043929764213363386,-0.005186854040715274,-0.017681879079245115,0.07319992849917077
amplitude_5,-0.023445944136210206,0.000632508990634397,0.03585463755715287,0.07071532609583202,0.0973680423086891,0.08711185516776228,0.057248991801709365,0.7447502256654622,0.7682683377779268,0.7453390544441794,0.6906495824543163,1.0,0.8275322837221725,0.713239212878592,0.024605457140536732,-0.04473149171523963,-0.08738902561576123,0.46631444107447756,0.38969243391782,0.34103429941200203,0.5723579428041363,0.4990584277058987,0.45615560236914343,0.10534475214059827,0.1268001796193975,0.0553978461754618,0.1325103998842107,0.3231307311636268,0.31553730669567537,0.32054567523437183,-0.3193782051437394,0.44696901091710295,0.09350730217549237,0.11660769440015989,0.12307595686841472,0.11349405599568126
amplitude_10,-0.03429394206149736,-0.02934843691899318,-0.02034403664823178,0.020087836026461924,0.06406975778209084,0.06837936505055996,0.039026257781473526,0.6484553404441495,0.8012689265778056,0.7873085922635629,0.7213559365652963,0.8275322837221725,1.0,0.8229083796024654,0.0066641850425581675,-0.03867847768660281,-0.08894561912939533,0.45695789458570407,0.41337598586465435,0.35569121812600824,0.5751580292369489,0.5316724742597947,0.479899253509444,0.037683389524205045,0.10565836937719289,0.06446002773673885,0.11171412942898368,0.20100391624111913,0.1901075058388678,0.1984165037261387,-0.40856529452611423,0.45047039898977265,0.045190226549303804,0.08585600455578447,0.09098579126440379,0.09619143535395737
amplitude_20,-0.03541421320476219,-0.03608457456261385,-0.03304288234716209,-0.022975192990000812,0.0035414366760011867,0.0470881705281309,0.016983859430223885,0.585705913719694,0.7141023342827538,0.8192332422762724,0.7571585178654212,0.713239212878592,0.8229083796024654,1.0,-0.02502829115292458,-0.0326345956111643,-0.09029207826398768,0.43328413327115656,0.44094812123820726,0.3758746540753794,0.5685836927010675,0.5741208922805572,0.513916034313533,-0.008929118644732864,0.02853226447497655,0.04198503773202257,0.025848999924678907,0.01262969765455972,0.0014506560486572128,0.010413271331287676,-0.5464190046113958,0.4839149391343154,-0.016520910615385506,0.044856413212291245,0.02735899456124019,0.07355250412099075
volume_mean_5,0.023408955181486026,0.05775497745046497,0.08739121417969739,0.1212006687625203,0.14807269773115717,0.17525376093480352,0.23664525978064993,0.05133057123883678,0.027070265674985963,-0.00043639294804389704,-0.05024922807568404,0.024605457140536732,0.0066641850425581675,-0.02502829115292458,1.0,0.9683047738696872,0.9416837922851304,0.33619374409768826,0.2999846985984715,0.2640348238374243,0.1319029366046307,0.0956262640262883,0.061155269284887445,0.025097155064701747,0.01695595743136398,0.12995025751541447,0.011383610517757554,0.15842257805132096,0.168006916891518,0.15900440182762934,0.1022474075635058,0.07155751431787426,0.11235898038075749,0.16170533171175427,0.15716703251973196,0.1836780438940609
volume_mean_20,0.012898537305938615,0.024234079049706533,0.031622158234908944,0.059880118699648294,0.11267451004862021,0.17260679559126058,0.2354665206656542,-0.017700977483391833,-0.014712440854101165,-0.003137488923654064,-0.04471961352270784,-0.04473149171523963,-0.03867847768660281,-0.0326345956111643,0.9683047738696872,1.0,0.971596512346696,0.2991204192887234,0.3109368904073877,0.27607945711624116,0.0956707009838908,0.10396710186007552,0.07099259858857282,-0.012316441138838344,-0.0032808907088644327,0.12107034433838139,-0.008757166508770587,-0.030400549424801096,-0.01850220268473691,-0.02896088971737974,0.056794198343341984,0.026208349948471616,0.055986714702473774,0.1369140886958197,0.1194689132422745,0.1797183140288079
volume_mean_60,0.014003144945809698,0.019940849328346544,0.021318511451615133,0.03285031510479966,0.052995417248356554,0.142657163514423,0.22054069911222804,-0.053433426415046024,-0.06228153219987777,-0.061157148372624016,-0.0470941311746656,-0.08738902561576123,-0.08894561912939533,-0.09029207826398768,0.9416837922851304,0.971596512346696,1.0,0.2651627170534446,0.27975202390078346,0.28730822832950814,0.0659222175959077,0.07459306532379838,0.08040436134516098,-0.02737817385665586,-0.04147268905464542,0.09230469763577619,-0.04487015920231146,-0.03804218149425232,-0.031363698330800986,-0.03590269116236058,0.06506401431226116,-0.031284914496794616,0.02339713390737682,0.07807151463353296,0.059210842278276776,0.14736365659243902
amount_mean_5,-0.01672817156454188,0.01888421460014087,0.05777496788021542,0.09822662790315165,0.1236670447045333,0.1268161488205959,0.14995242054682606,0.43942082741901756,0.4736689353473921,0.48043234517851974,0.4560246106680171,0.46631444107447756,0.45695789458570407,0.43328413327115656,0.33619374409768826,0.2991204192887234,0.2651627170534446,1.0,0.9597272083608214,0.9186577486594847,0.5137879406466648,0.47058710869006376,0.4261994840338763,0.05794394531349057,0.05640744959697589,-0.038382779654243235,0.05837478347477816,0.20764799556527128,0.21421540071976738,0.207804821241896,-0.15452557824398466,0.31936979565934803,0.1124191042905645,0.1528055153454893,0.14238087350911832,0.1565034014740179
amount_mean_20,-0.03072622437423381,-0.029169373727238226,-0.023906403772133714,-0.0029915407067625187,0.051591289429703806,0.11019426269646354,0.13415671974986865,0.3621221181838318,0.43308552893410834,0.4936061206938435,0.4834167386967797,0.38969243391782,0.41337598586465435,0.44094812123820726,0.2999846985984715,0.3109368904073877,0.27975202390078346,0.9597272083608214,1.0,0.9616423877496348,0.48309364063147786,0.49983919910113445,0.45802619717473586,-0.0034471642515636006,0.01712139457670447,-0.06031652063777876,0.019891719620212547,-0.024038895426221986,-0.019910511952243273,-0.02314717480072634,-0.24021196643850276,0.24979703998215075,0.019532766451900732,0.10098325645180785,0.07060442048562458,0.13858408336705688
amount_mean_60,-0.033620780948018555,-0.03876821210921776,-0.041475659409090725,-0.04418510865817145,-0.04411637881541265,0.03263238014329196,0.08541577464279014,0.3211735149324708,0.3784745656295825,0.42611703833196163,0.4980103344969215,0.34103429941200203,0.35569121812600824,0.3758746540753794,0.2640348238374243,0.27607945711624116,0.28730822832950814,0.9186577486594847,0.9616423877496348,1.0,0.4612856014155918,0.47886997262429265,0.49031430140578414,-0.014992774673017314,-0.024792037539258637,-0.09662685993140811,-0.019391232568930848,-0.03172420085484177,-0.035834013326462494,-0.03093924514955446,-0.2448474781445922,0.17078605395946325,-0.034767679091816675,-0.003968489518984142,-0.02471543137943019,0.059326630839153474
turnover_mean_5,-0.038303818824683526,-0.01839475753535635,0.0031929156641855513,0.015758437774982138,0.014468109069911595,-0.038982704301569575,-0.08063935033465851,0.5200230569445067,0.5807198311006011,0.6080809212084116,0.6181203607923293,0.5723579428041363,0.5751580292369489,0.5685836927010675,0.1319029366046307,0.0956707009838908,0.0659222175959077,0.5137879406466648,0.48309364063147786,0.4612856014155918,1.0,0.962924340865062,0.928427224649184,0.09088042246980234,0.12236785991846474,0.14192722739208702,0.12020137264205384,0.16422792736659475,0.1543178326868283,0.1619220355804849,-0.30915043532289493,0.30442485336738656,0.010446644064346929,-0.02121306309257242,0.027574965523574878,-0.023654127087313365
turnover_mean_20,-0.047548902440487845,-0.051341691229358694,-0.05122328076580083,-0.04243127106283094,-0.0211365143672665,-0.044735914897900374,-0.08867621002444963,0.445226774587874,0.5416386235745576,0.6197007218597202,0.6411694464618731,0.4990584277058987,0.5316724742597947,0.5741208922805572,0.0956262640262883,0.10396710186007552,0.07459306532379838,0.47058710869006376,0.49983919910113445,0.47886997262429265,0.962924340865062,1.0,0.9670521207038927,0.054458860209687814,0.10276618858463857,0.13783036733955883,0.10050556111330046,-0.047432118676132125,-0.054820816656109,-0.05171242139851369,-0.36274214407833455,0.2639419081598394,-0.04619814547535115,-0.04784741862168682,-0.011300993415498324,-0.031758498011836805
turnover_mean_60,-0.0492005109537001,-0.0572896856780256,-0.06153216160559895,-0.06555549964221948,-0.07312607403496325,-0.06872444900449816,-0.10781221395313975,0.4079667014512562,0.4920508390167865,0.5586205723533587,0.6511559923795376,0.45615560236914343,0.479899253509444,0.513916034313533,0.061155269284887445,0.07099259858857282,0.08040436134516098,0.4261994840338763,0.45802619717473586,0.49031430140578414,0.928427224649184,0.9670521207038927,1.0,0.04973467661254364,0.08191884837616821,0.12145128669690365,0.08134985029462394,-0.05504376820221916,-0.06620333772421144,-0.060114954970607294,-0.3547870297469313,0.2071187031982417,-0.0783541135922006,-0.1020313564335457,-0.06821035252546606,-0.061015985326902
corr_ret_volume_10,0.12297454737926071,0.27903023519920933,0.38280631312073216,0.6041910145266249,0.39776356352722003,0.11937272270421216,0.03579947356585885,0.11688541016833931,0.13876701003702072,0.07214356975519165,0.04378668710702829,0.10534475214059827,0.037683389524205045,-0.008929118644732864,0.025097155064701747,-0.012316441138838344,-0.02737817385665586,0.05794394531349057,-0.0034471642515636006,-0.014992774673017314,0.09088042246980234,0.054458860209687814,0.04973467661254364,1.0,0.5978111061209873,0.2919822408591468,0.5923076381623014,0.17377548319717231,0.2360634290229417,0.17400031858448142,0.41739443361060585,0.43795290903942846,0.5238804322210938,0.33946643328707765,0.420483698685718,0.1387013037649082
corr_ret_volume_20,0.06474659259924306,0.1638839898593199,0.23095692583903368,0.35913565614746573,0.5630835466664328,0.16689521324529086,0.029917079767863137,0.11431230766640539,0.13572107070691017,0.1297704306477014,0.05936365717543303,0.1268001796193975,0.10565836937719289,0.02853226447497655,0.01695595743136398,-0.0032808907088644327,-0.04147268905464542,0.05640744959697589,0.01712139457670447,-0.024792037539258637,0.12236785991846474,0.10276618858463857,0.08191884837616821,0.5978111061209873,1.0,0.4491415576251155,0.9974971479307814,0.0892951504155449,0.14763294407045555,0.09107520474925837,0.3546541693922468,0.4046143374235465,0.46164583578333535,0.4060198728103955,0.5881260178961867,0.19276447079251516
corr_close_volume_20,0.048138117021046964,0.12165218134961246,0.1699329078468681,0.24478058420093154,0.3038689880035342,0.1981358467741954,0.09080154759335228,0.0541992939950335,0.06483870733495371,0.0691840846327931,0.05717620306071375,0.0553978461754618,0.06446002773673885,0.04198503773202257,0.12995025751541447,0.12107034433838139,0.09230469763577619,-0.038382779654243235,-0.06031652063777876,-0.09662685993140811,0.14192722739208702,0.13783036733955883,0.12145128669690365,0.2919822408591468,0.4491415576251155,1.0,0.43604302733718264,0.02482496320326882,0.04655101116281298,0.0255837833240584,0.09981986082820635,0.15097996555697943,0.149502123922442,0.24777853794688956,0.3008310278712233,0.20474335919391734
corr_ret_amount_20,0.06380951845628402,0.15985437951765252,0.22413638653466003,0.34784403152110827,0.5502980133248565,0.16104545279727647,0.026752479960082204,0.11667129579259357,0.13778239716592902,0.13264090565893574,0.06340613044802619,0.1325103998842107,0.11171412942898368,0.025848999924678907,0.011383610517757554,-0.008757166508770587,-0.04487015920231146,0.05837478347477816,0.019891719620212547,-0.019391232568930848,0.12020137264205384,0.10050556111330046,0.08134985029462394,0.5923076381623014,0.9974971479307814,0.43604302733718264,1.0,0.08878171032939856,0.1448474000979966,0.09040492850187165,0.35298874865032764,0.3931397162604655,0.453583535377862,0.398369395182106,0.5781843126744411,0.18776360169499048
volume_chg_5_20,0.046337922977897496,0.15265341396769902,0.2528199335561311,0.2869319145712699,0.1740638338999143,0.020429835670761867,0.02591004651261829,0.32902475614233945,0.18338759186819648,-0.00904967614888723,-0.04553599716236822,0.3231307311636268,0.20100391624111913,0.01262969765455972,0.15842257805132096,-0.030400549424801096,-0.03804218149425232,0.20764799556527128,-0.024038895426221986,-0.03172420085484177,0.16422792736659475,-0.047432118676132125,-0.05504376820221916,0.17377548319717231,0.0892951504155449,0.02482496320326882,0.08878171032939856,1.0,0.9869961845752422,0.9953714105360219,0.23265313658366255,0.2064039435058611,0.27587970266893785,0.12186692096400627,0.18738830428941183,0.02615803644897681
amount_chg_5_20,0.0529205135791693,0.17797343324519801,0.3036027442106225,0.38568603531790996,0.2784441611980623,0.07524680149388792,0.0670980226286351,0.32409463118908266,0.1849294323260604,-0.007983465273015218,-0.053359798010655726,0.31553730669567537,0.1901075058388678,0.0014506560486572128,0.168006916891518,-0.01850220268473691,-0.031363698330800986,0.21421540071976738,-0.019910511952243273,-0.035834013326462494,0.1543178326868283,-0.054820816656109,-0.06620333772421144,0.2360634290229417,0.14763294407045555,0.04655101116281298,0.1448474000979966,0.9869961845752422,1.0,0.9836823181992183,0.3157662997402377,0.2837984954084709,0.370536435710938,0.20275776247564128,0.28528063262920866,0.0797218215362292
turnover_chg_5_20,0.045957059064165806,0.15185462224688834,0.25163890952822193,0.28551564218594133,0.17394869196930426,0.021086412271290246,0.027003588351105567,0.3275429968122406,0.18211264577873423,-0.010299006497050444,-0.046787192590259555,0.32054567523437183,0.1984165037261387,0.010413271331287676,0.15900440182762934,-0.02896088971737974,-0.03590269116236058,0.207804821241896,-0.02314717480072634,-0.03093924514955446,0.1619220355804849,-0.05171242139851369,-0.060114954970607294,0.17400031858448142,0.09107520474925837,0.0255837833240584,0.09040492850187165,0.9953714105360219,0.9836823181992183,1.0,0.23338423197344277,0.2044874430206139,0.27470223551421613,0.12120454864374564,0.1868573752681921,0.02664034734152439
close_to_high_20,0.3157697174299329,0.48502143931140673,0.5678810713883876,0.6590286928949945,0.6226098060311165,0.2678571292105193,0.21592266637913277,-0.24058365986270924,-0.3283973449534347,-0.43324278784340475,-0.4614158341864286,-0.3193782051437394,-0.40856529452611423,-0.5464190046113958,0.1022474075635058,0.056794198343341984,0.06506401431226116,-0.15452557824398466,-0.24021196643850276,-0.2448474781445922,-0.30915043532289493,-0.36274214407833455,-0.3547870297469313,0.41739443361060585,0.3546541693922468,0.09981986082820635,0.35298874865032764,0.23265313658366255,0.3157662997402377,0.23338423197344277,1.0,0.32177714544524827,0.7697136281430746,0.5126261220730631,0.6147042866059,0.26575109782843537
close_to_low_20,0.28127872961021716,0.45597898427659933,0.5490956015976237,0.6687351423383195,0.6769794500445957,0.3432711797673253,0.25185907822581666,0.41584832086580525,0.4718601301497804,0.4731675039535581,0.36470729568397386,0.44696901091710295,0.45047039898977265,0.4839149391343154,0.07155751431787426,0.026208349948471616,-0.031284914496794616,0.31936979565934803,0.24979703998215075,0.17078605395946325,0.30442485336738656,0.2639419081598394,0.2071187031982417,0.43795290903942846,0.4046143374235465,0.15097996555697943,0.3931397162604655,0.2064039435058611,0.2837984954084709,0.2044874430206139,0.32177714544524827,1.0,0.7862974901291202,0.5963250738372416,0.6843666103868689,0.3715381619852538
close_position_20,0.3356505852261908,0.5370969688602473,0.6447001524538564,0.779190136460897,0.7735047444637687,0.36827738676629473,0.2821874734378749,0.11780588557625386,0.0997308784936948,0.04112026708841724,-0.043929764213363386,0.09350730217549237,0.045190226549303804,-0.016520910615385506,0.11235898038075749,0.055986714702473774,0.02339713390737682,0.1124191042905645,0.019532766451900732,-0.034767679091816675,0.010446644064346929,-0.04619814547535115,-0.0783541135922006,0.5238804322210938,0.46164583578333535,0.149502123922442,0.453583535377862,0.27587970266893785,0.370536435710938,0.27470223551421613,0.7697136281430746,0.7862974901291202,1.0,0.6937050218104428,0.8108678506535483,0.3958094384947015
close_position_60,0.20274092944018318,0.3364758591671707,0.4207149501354246,0.5603584177140498,0.7162619255624948,0.7495773495530672,0.517700145546242,0.11734019007728162,0.11721292537435546,0.09526241138667885,-0.005186854040715274,0.11660769440015989,0.08585600455578447,0.044856413212291245,0.16170533171175427,0.1369140886958197,0.07807151463353296,0.1528055153454893,0.10098325645180785,-0.003968489518984142,-0.02121306309257242,-0.04784741862168682,-0.1020313564335457,0.33946643328707765,0.4060198728103955,0.24777853794688956,0.398369395182106,0.12186692096400627,0.20275776247564128,0.12120454864374564,0.5126261220730631,0.5963250738372416,0.6937050218104428,1.0,0.7472554693692927,0.7840788605936918
ret_20_div_vol_20,0.184152115477089,0.3327873407002236,0.43518603850430754,0.6356190088375119,0.9447101895053479,0.47461815941203944,0.37134810492696146,0.1265138761528749,0.13365393813918178,0.10773861116474767,-0.017681879079245115,0.12307595686841472,0.09098579126440379,0.02735899456124019,0.15716703251973196,0.1194689132422745,0.059210842278276776,0.14238087350911832,0.07060442048562458,-0.02471543137943019,0.027574965523574878,-0.011300993415498324,-0.06821035252546606,0.420483698685718,0.5881260178961867,0.3008310278712233,0.5781843126744411,0.18738830428941183,0.28528063262920866,0.1868573752681921,0.6147042866059,0.6843666103868689,0.8108678506535483,0.7472554693692927,1.0,0.5077602491757401
ret_60_div_vol_60,0.11572962348817309,0.18975819602502333,0.241164128192136,0.34023393902434784,0.4903864864605546,0.9595077210737926,0.655374047618422,0.10209066175023607,0.11292316118510547,0.11511437850490551,0.07319992849917077,0.11349405599568126,0.09619143535395737,0.07355250412099075,0.1836780438940609,0.1797183140288079,0.14736365659243902,0.1565034014740179,0.13858408336705688,0.059326630839153474,-0.023654127087313365,-0.031758498011836805,-0.061015985326902,0.1387013037649082,0.19276447079251516,0.20474335919391734,0.18776360169499048,0.02615803644897681,0.0797218215362292,0.02664034734152439,0.26575109782843537,0.3715381619852538,0.3958094384947015,0.7840788605936918,0.5077602491757401,1.0
